Change_ID,Aircraft_Model,Company,Part_Number,Primary_Part,Assembly,Problem_Description,Source_of_Report,Material_Type,Original_Length,Original_Height,Original_Width,Changed_Length,Changed_Height,Changed_Width,Change_Type,Date_Reported,Impacted_Items,Impacted_Organizations,Severity_Score,Priority,,,,,,
CR-737-2946,Boeing 737-800,Boeing Commercial Airplanes,737-57-6550-201,Right_Wing,Wing,Assembly interference detected during fit-up verification,Field_Operations,Steel 4340,96.13,45.36,37.9,95.58,44.81,37.35,Tolerance_Adjustment,2024-09-25,Wing|Right_Wing,Structural_Engineering|Certification|Quality_Assurance|Field_Operations,0.82,Low,,,,,,
CR-737-2947,Boeing 737-800,Boeing Commercial Airplanes,737-55-7755-201,Empennage,Empennage,Surface finish irregularity causing aerodynamic performance issues,Design_Engineering,Titanium Ti-6Al-4V,281.23,132.49,57.51,281.05,132.31,57.33,Quality_Requirement_Change,2024-03-15,Empennage,Manufacturing_Engineering|Structural_Engineering|Quality_Assurance|Production_Control|Design_Engineering,0.12,Low,,,,,,
CR-737-2948,Boeing 737-800,Boeing Commercial Airplanes,737-99-5719-002,Right_Aileron,Wing,Fatigue crack observed in structural component during routine inspection,Customer_Operations,Carbon Fiber Composite,279.0,151.2,29.43,279.5,151.7,29.93,Tolerance_Adjustment,2024-11-09,Wing|Right_Wing|Right_Slat_System|Right_Aileron|Right_Wing_Box,Manufacturing_Engineering|Customer_Operations|Structural_Engineering|Quality_Assurance|Flight_Test,1.89,Medium,,,,,,
CR-737-2949,Boeing 737-800,Boeing Commercial Airplanes,737-53-7325-003,Passenger_Door_Frame,Fuselage,Vibration-induced loosening of critical fastener connections,Supplier_Spirit_AeroSystems,Steel 4340,216.18,187.74,89.6,216.53,188.09,89.95,Design_Modification,2024-08-10,Emergency_Exit_Frame|Center_Fuselage|Rear_Pressure_Bulkhead|Passenger_Door_Frame|Fuselage|Aft_Fuselage,Materials_Engineering|Systems_Engineering|Structural_Engineering|Certification|Quality_Assurance|Supplier_Management|Field_Support|Supplier_Spirit_AeroSystems|Flight_Test,3.15,High,,,,,,
CR-737-2950,Boeing 737-800,Boeing Commercial Airplanes,737-99-7872-201,NLG_Strut,Landing_Gear,Wear pattern inconsistency observed during maintenance inspection,Manufacturing_Engineering,Magnesium AZ31B,469.82,70.2,17.68,469.2,69.58,17.06,Tolerance_Adjustment,2024-09-27,Nose_Landing_Gear|NLG_Strut|Landing_Gear,Manufacturing_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Field_Support|Flight_Test,1.39,Low,,,,,,
CR-737-2951,Boeing 737-800,Boeing Commercial Airplanes,737-55-8155-101,Empennage,Empennage,Vibration-induced loosening of critical fastener connections,Supplier_Boeing_Wichita,Aluminum 6061-T6,422.38,191.04,49.99,421.68,190.34,49.29,Dimensional_Change,2024-05-31,Empennage,Manufacturing_Engineering|Materials_Engineering|Customer_Support|Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Supplier_Management|Production_Control|Flight_Test,0.88,Medium,,,,,,
CR-737-2952,Boeing 737-800,Boeing Commercial Airplanes,737-99-9814-201,NLG_Strut,Landing_Gear,Surface treatment adhesion failure compromising protection coating,Manufacturing_Engineering,Carbon Fiber Composite,363.74,31.39,86.45,363.59,31.24,86.3,Material_Change,2023-03-16,Nose_Landing_Gear|NLG_Strut|Landing_Gear,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Customer_Support|Structural_Engineering|Certification|Quality_Assurance|Field_Support|Supplier_Management|Flight_Test,0.68,High,,,,,,
CR-737-2953,Boeing 737-800,Boeing Commercial Airplanes,737-32-5357-003,Main_Landing_Gear_Bay,Fuselage,Vibration-induced loosening of critical fastener connections,Maintenance_Planning,Titanium Ti-6Al-4V,371.45,128.54,65.43,372.87,129.96,66.85,Tolerance_Adjustment,2023-09-10,MLG_Brake_System|Main_Landing_Gear_Bay|Center_Fuselage|MLG_Strut|Fuselage,Manufacturing_Engineering|Systems_Engineering|Maintenance_Planning|Structural_Engineering|Quality_Assurance|Field_Support|Configuration_Management,5.0,Medium,,,,,,
CR-737-2954,Boeing 737-800,Boeing Commercial Airplanes,737-71-1643-101,Engine_2,Propulsion,Vibration-induced loosening of critical fastener connections,Supplier_Spirit_AeroSystems,Aluminum 6061-T6,257.77,30.28,36.31,257.25,29.76,35.79,Quality_Requirement_Change,2024-04-02,Propulsion|Engine_2|Engine_Mount,Materials_Engineering|Systems_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Supplier_Management|Certification|Supplier_Spirit_AeroSystems|Flight_Test,1.01,Low,,,,,,
CR-737-2955,Boeing 737-800,Boeing Commercial Airplanes,737-99-1822-002,NLG_Wheel_Assembly,Landing_Gear,Vibration-induced loosening of critical fastener connections,Supplier_Boeing_Wichita,Stainless Steel 316L,464.45,180.88,47.87,465.96,182.39,49.38,Surface_Treatment_Change,2024-05-23,Landing_Gear|Nose_Landing_Gear|NLG_Wheel_Assembly,Systems_Engineering|Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Supplier_Management|Field_Support|Flight_Test,2.4,Low,,,,,,
CR-737-2956,Boeing 737-800,Boeing Commercial Airplanes,737-53-7379-101,Emergency_Exit_Frame,Fuselage,Dimensional tolerance exceeded during manufacturing quality check,Field_Operations,Titanium Ti-6Al-4V,362.57,115.37,73.6,363.75,116.55,74.78,Material_Change,2023-01-28,Emergency_Exit_Frame|Center_Fuselage|Rear_Pressure_Bulkhead|Passenger_Door_Frame|Fuselage|Aft_Fuselage,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Field_Operations|Structural_Engineering|Certification|Quality_Assurance|Supplier_Management|Flight_Test,10.0,High,,,,,,
CR-737-2957,Boeing 737-800,Boeing Commercial Airplanes,737-53-5996-002,Fuselage,Fuselage,Fastener hole misalignment discovered during assembly process,Design_Engineering,Aluminum 6061-T6,378.04,140.48,97.59,376.44,138.88,95.99,Quality_Requirement_Change,2023-01-01,Fuselage,Materials_Engineering|Structural_Engineering|Quality_Assurance|Production_Control|Design_Engineering,0.87,Low,,,,,,
CR-737-2958,Boeing 737-800,Boeing Commercial Airplanes,737-57-7672-201,Left_Wing_Box,Wing,Fatigue crack observed in structural component during routine inspection,Supplier_Spirit_AeroSystems,Aluminum 2024-T3,437.76,169.68,90.38,436.77,168.69,89.39,Tolerance_Adjustment,2023-03-16,Wing|Left_Wing|Left_Aileron|Left_Wing_Box,Customer_Support|Structural_Engineering|Quality_Assurance|Supplier_Management|Certification|Supplier_Spirit_AeroSystems,2.98,Medium,,,,,,
CR-737-2959,Boeing 737-800,Boeing Commercial Airplanes,737-99-9447-003,NLG_Wheel_Assembly,Landing_Gear,Stress concentration area showing signs of material degradation,Maintenance_Planning,Steel 4340,173.33,47.06,40.82,173.72,47.45,41.21,Assembly_Sequence_Change,2024-03-27,Landing_Gear|Nose_Landing_Gear|NLG_Wheel_Assembly,Systems_Engineering|Maintenance_Planning|Structural_Engineering|Quality_Assurance|Field_Support|Configuration_Management,0.88,Low,,,,,,
CR-737-2960,Boeing 737-800,Boeing Commercial Airplanes,737-99-1712-101,Left_Aileron,Wing,Fatigue crack observed in structural component during routine inspection,Quality_Assurance,Stainless Steel 316L,413.18,26.95,99.84,412.42,26.19,99.08,Fastener_Change,2023-04-12,Wing|Left_Slat_System|Left_Wing|Left_Aileron,Materials_Engineering|Structural_Engineering|Quality_Assurance,2.74,Medium,,,,,,
CR-737-2961,Boeing 737-800,Boeing Commercial Airplanes,737-53-1833-003,Center_Fuselage,Fuselage,Impact damage assessment reveals underlying structural concerns,Field_Operations,Stainless Steel 316L,137.86,178.2,10.32,139.5,179.84,11.96,Tolerance_Adjustment,2023-07-21,Wing_Fuel_Tank|Main_Landing_Gear_Bay|Center_Fuselage|Fuselage,Structural_Engineering|Customer_Support|Quality_Assurance|Field_Operations,4.0,Medium,,,,,,
CR-737-2962,Boeing 737-800,Boeing Commercial Airplanes,737-32-9253-101,Nose_Landing_Gear_Bay,Fuselage,Stress concentration area showing signs of material degradation,Supplier_Boeing_Wichita,Aluminum 7075-T6,205.4,76.69,12.49,206.76,78.05,13.85,Assembly_Sequence_Change,2024-12-25,Fuselage|Nose_Landing_Gear_Bay|Cockpit_Frame|Forward_Fuselage,Customer_Support|Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Supplier_Management,4.0,Medium,,,,,,
CR-737-2963,Boeing 737-800,Boeing Commercial Airplanes,737-57-7138-201,Wing_Box_Interface,Fuselage,Stress concentration area showing signs of material degradation,Design_Engineering,Aluminum 7075-T6,201.02,43.22,84.15,201.1,43.3,84.23,Tolerance_Adjustment,2024-07-06,Main_Landing_Gear_Bay|Center_Fuselage|Wing_Box_Interface|Wing_Fuel_Tank|Fuselage,Materials_Engineering|Structural_Engineering|Quality_Assurance|Design_Engineering|Flight_Test,0.3,Medium,,,,,,
CR-737-2964,Boeing 737-800,Boeing Commercial Airplanes,737-99-6923-002,APU_Bay,Fuselage,Vibration-induced loosening of critical fastener connections,Field_Operations,Steel 4340,490.34,104.32,27.95,489.04,103.02,26.65,Quality_Requirement_Change,2024-05-27,Fuselage|Aft_Fuselage|APU_Bay,Customer_Support|Field_Operations|Structural_Engineering|Quality_Assurance|Flight_Test,2.54,Low,,,,,,
CR-737-2965,Boeing 737-800,Boeing Commercial Airplanes,737-57-5230-201,Left_Wing_Box,Wing,Dimensional tolerance exceeded during manufacturing quality check,Field_Operations,Titanium Ti-6Al-4V,435.44,127.7,15.47,434.23,126.49,14.26,Design_Modification,2024-08-13,Wing|Left_Wing_Box|Engine_1|Thrust_Reverser|Left_Wing|Engine_Cowling|Left_Flap_System,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Field_Operations|Customer_Support|Structural_Engineering|Certification|Quality_Assurance|Configuration_Management|Flight_Test,10.0,High,,,,,,
CR-737-2966,Boeing 737-800,Boeing Commercial Airplanes,737-99-3013-002,Tail_Cone,Fuselage,Material property variation affecting load distribution characteristics,Supplier_Boeing_Wichita,Aluminum 2024-T3,365.53,25.57,31.34,364.83,24.87,30.64,Tolerance_Adjustment,2024-06-07,Tail_Cone|Fuselage|Aft_Fuselage,Materials_Engineering|Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Supplier_Management|Production_Control,1.58,Low,,,,,,
CR-737-2967,Boeing 737-800,Boeing Commercial Airplanes,737-99-8913-001,Right_Elevator,Empennage,Fastener hole misalignment discovered during assembly process,Customer_Operations,Aluminum 7075-T6,377.18,69.48,48.35,377.96,70.26,49.13,Assembly_Sequence_Change,2024-10-27,Empennage|Horizontal_Stabilizer|Vertical_Stabilizer|Right_Elevator|Rudder,Customer_Operations|Structural_Engineering|Quality_Assurance|Supplier_Management,2.92,Medium,,,,,,
CR-737-2968,Boeing 737-800,Boeing Commercial Airplanes,737-32-7843-201,Nose_Landing_Gear,Landing_Gear,Thermal expansion mismatch causing joint stress concentration,Supplier_Spirit_AeroSystems,Aluminum 7075-T6,302.93,25.9,75.75,304.24,27.21,77.06,Fastener_Change,2024-12-03,Nose_Landing_Gear|Landing_Gear,Systems_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Supplier_Management|Field_Support|Certification|Configuration_Management|Supplier_Spirit_AeroSystems,2.35,Low,,,,,,
CR-737-2969,Boeing 737-800,Boeing Commercial Airplanes,737-99-7564-101,Rudder,Empennage,Surface treatment adhesion failure compromising protection coating,Flight_Test,Aluminum 6061-T6,476.19,95.66,66.19,477.63,97.1,67.63,Assembly_Sequence_Change,2024-03-19,Empennage|Rudder|Vertical_Stabilizer,Materials_Engineering|Structural_Engineering|Quality_Assurance|Production_Control|Flight_Test,3.0,Low,,,,,,
CR-737-2970,Boeing 737-800,Boeing Commercial Airplanes,737-53-6780-002,Center_Fuselage,Fuselage,Fatigue crack observed in structural component during routine inspection,Maintenance_Planning,Inconel 718,273.32,181.12,31.39,274.49,182.29,32.56,Process_Change,2024-08-23,Wing_Fuel_Tank|Main_Landing_Gear_Bay|Center_Fuselage|Fuselage,Manufacturing_Engineering|Systems_Engineering|Maintenance_Planning|Structural_Engineering|Quality_Assurance|Certification|Production_Control,4.67,Medium,,,,,,
CR-737-2971,Boeing 737-800,Boeing Commercial Airplanes,737-53-6959-001,Passenger_Door_Frame,Fuselage,Surface finish irregularity causing aerodynamic performance issues,Maintenance_Planning,Magnesium AZ31B,221.23,196.88,55.29,221.21,196.86,55.27,Process_Change,2024-08-30,Emergency_Exit_Frame|Center_Fuselage|Rear_Pressure_Bulkhead|Passenger_Door_Frame|Fuselage|Aft_Fuselage,Manufacturing_Engineering|Customer_Support|Maintenance_Planning|Structural_Engineering|Quality_Assurance|Certification|Production_Control,0.1,High,,,,,,
CR-737-2972,Boeing 737-800,Boeing Commercial Airplanes,737-57-5519-002,Main_Spar,Wing,Dimensional tolerance exceeded during manufacturing quality check,Quality_Assurance,Aluminum 6061-T6,123.37,134.67,93.36,121.96,133.26,91.95,Quality_Requirement_Change,2024-01-06,Front_Spar|Wing_Center_Section|Main_Spar|Wing,Materials_Engineering|Structural_Engineering|Quality_Assurance|Production_Control|Flight_Test,3.47,Medium,,,,,,
CR-737-2973,Boeing 737-800,Boeing Commercial Airplanes,737-99-4803-201,Right_Elevator,Empennage,Stress concentration area showing signs of material degradation,Customer_Operations,Aluminum 2024-T3,403.79,49.09,83.35,402.33,47.63,81.89,Assembly_Sequence_Change,2023-05-24,Empennage|Right_Elevator|Horizontal_Stabilizer|Vertical_Stabilizer,Customer_Operations|Systems_Engineering|Structural_Engineering|Certification|Quality_Assurance,4.0,Medium,,,,,,
CR-737-2974,Boeing 737-800,Boeing Commercial Airplanes,737-32-3657-001,Nose_Landing_Gear_Bay,Fuselage,Surface finish irregularity causing aerodynamic performance issues,Supplier_Spirit_AeroSystems,Aluminum 2024-T3,380.5,183.05,39.09,379.48,182.03,38.07,Quality_Requirement_Change,2024-12-14,Nose_Landing_Gear_Bay|Fuselage|Forward_Fuselage,Materials_Engineering|Structural_Engineering|Certification|Supplier_Management|Quality_Assurance|Configuration_Management|Supplier_Spirit_AeroSystems,1.99,Low,,,,,,
CR-737-2975,Boeing 737-800,Boeing Commercial Airplanes,737-57-2294-001,Wing_Center_Section,Wing,Surface treatment adhesion failure compromising protection coating,Field_Operations,Magnesium AZ31B,222.96,112.92,98.4,222.17,112.13,97.61,Material_Change,2024-02-15,Front_Spar|Wing|Left_Wing_Box|Wing_Center_Section|Right_Wing_Box,Materials_Engineering|Field_Operations|Customer_Support|Structural_Engineering|Certification|Quality_Assurance|Field_Support|Flight_Test,5.93,High,,,,,,
CR-737-2976,Boeing 737-800,Boeing Commercial Airplanes,737-32-7087-002,Nose_Landing_Gear,Landing_Gear,Impact damage assessment reveals underlying structural concerns,Customer_Operations,Inconel 718,61.34,47.67,73.78,60.18,46.51,72.62,Fastener_Change,2023-04-17,Nose_Landing_Gear|Landing_Gear,Customer_Operations|Systems_Engineering|Structural_Engineering|Quality_Assurance|Certification|Field_Support|Flight_Test,2.08,Low,,,,,,
CR-737-2977,Boeing 737-800,Boeing Commercial Airplanes,737-38-7751-201,Left_Flap_System,Wing,Manufacturing defect in composite layup causing delamination risk,Customer_Operations,Inconel 718,427.55,185.91,15.62,427.4,185.76,15.47,Quality_Requirement_Change,2023-08-05,Wing|Left_Slat_System|Left_Wing|Left_Flap_System,Customer_Operations|Structural_Engineering|Quality_Assurance|Configuration_Management|Production_Control,0.39,Medium,,,,,,
CR-737-2978,Boeing 737-800,Boeing Commercial Airplanes,737-38-9219-101,Left_Flap_System,Wing,Impact damage assessment reveals underlying structural concerns,Field_Operations,Carbon Fiber Composite,55.14,156.34,13.16,54.57,155.77,12.59,Fastener_Change,2024-03-10,Wing|Left_Flap_System|Left_Wing|Left_Slat_System|Left_Aileron,Field_Operations|Structural_Engineering|Certification|Quality_Assurance|Field_Support|Production_Control,2.58,Medium,,,,,,
CR-737-2979,Boeing 737-800,Boeing Commercial Airplanes,737-38-9801-101,Left_Slat_System,Wing,Vibration-induced loosening of critical fastener connections,Customer_Operations,Aluminum 7075-T6,366.66,151.71,25.16,366.54,151.59,25.04,Quality_Requirement_Change,2023-05-25,Wing|Left_Slat_System|Left_Wing|Left_Wing_Box,Manufacturing_Engineering|Customer_Operations|Systems_Engineering|Structural_Engineering|Quality_Assurance,0.31,Medium,,,,,,
CR-737-2980,Boeing 737-800,Boeing Commercial Airplanes,737-38-2816-101,MLG_Brake_System,Landing_Gear,Dimensional tolerance exceeded during manufacturing quality check,Customer_Operations,Aluminum 6061-T6,486.62,147.65,75.51,488.07,149.1,76.96,Tolerance_Adjustment,2024-10-11,Main_Landing_Gear|MLG_Brake_System|Main_Landing_Gear_Bay|Landing_Gear|MLG_Strut,Customer_Operations|Materials_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Supplier_Management|Field_Support|Configuration_Management,5.0,Medium,,,,,,
CR-737-2981,Boeing 737-800,Boeing Commercial Airplanes,737-53-5652-002,Cockpit_Frame,Fuselage,Stress concentration area showing signs of material degradation,Maintenance_Planning,Inconel 718,246.95,56.06,26.54,248.07,57.18,27.66,Assembly_Sequence_Change,2024-08-27,Fuselage|Forward_Fuselage|Cockpit_Frame,Materials_Engineering|Systems_Engineering|Maintenance_Planning|Structural_Engineering|Quality_Assurance,2.53,Low,,,,,,
CR-737-2982,Boeing 737-800,Boeing Commercial Airplanes,737-99-1064-002,MLG_Strut,Landing_Gear,Vibration-induced loosening of critical fastener connections,Flight_Test,Aluminum 7075-T6,155.74,57.98,56.03,156.1,58.34,56.39,Material_Change,2024-11-26,Main_Landing_Gear|MLG_Brake_System|Main_Landing_Gear_Bay|MLG_Wheel_Assembly|Landing_Gear|MLG_Strut,Materials_Engineering|Systems_Engineering|Structural_Engineering|Certification|Quality_Assurance|Field_Support|Configuration_Management|Flight_Test,3.21,High,,,,,,
CR-737-2983,Boeing 737-800,Boeing Commercial Airplanes,737-99-8441-002,Rear_Pressure_Bulkhead,Fuselage,Corrosion detected on surface coating affecting structural integrity,Supplier_Boeing_Wichita,Aluminum 7075-T6,367.19,143.89,18.39,368.11,144.81,19.31,Surface_Treatment_Change,2024-10-14,Fuselage|Aft_Fuselage|Rear_Pressure_Bulkhead,Systems_Engineering|Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Supplier_Management|Field_Support|Flight_Test,1.66,Low,,,,,,
CR-737-2984,Boeing 737-800,Boeing Commercial Airplanes,737-38-7270-002,Right_Slat_System,Wing,Material property variation affecting load distribution characteristics,Customer_Operations,Steel 4340,417.71,59.55,92.88,417.43,59.27,92.6,Process_Change,2023-06-04,Right_Aileron|Wing|Right_Slat_System|Right_Wing,Manufacturing_Engineering|Customer_Operations|Customer_Support|Structural_Engineering|Quality_Assurance|Supplier_Management|Production_Control,1.11,Medium,,,,,,
